date,filename,scan_hour,up_default_smooth,up_manual,delta,color_p_lo,color_p_hi,note,saved_at_utc
2025-11-28,ESS00320_4985_hemi_20251128-201029Z_0800_0400.csv,20,202.57,209.1,6.53,50,98,,2026-07-01T09:21:21+00:00
2025-11-29,ESS00320_5007_hemi_20251129-201030Z_0800_0400.csv,20,202.67,209.1,6.43,62,85,,2026-06-30T12:48:58+00:00
2025-11-30,ESS00320_5032_hemi_20251130-231031Z_0800_0400.csv,23,202.78,209.4,6.62,62,85,,2026-06-30T12:49:26+00:00
2025-12-01,ESS00320_5043_hemi_20251201-111030Z_0800_0400.csv,11,202.88,209.3,6.42,50,98,,2026-07-01T10:16:17+00:00
2025-12-01,ESS00320_5054_hemi_20251201-231031Z_0800_0400.csv,23,202.88,209.3,6.42,62,85,,2026-06-30T12:49:48+00:00
2025-12-02,ESS00320_5076_hemi_20251202-231030Z_0800_0400.csv,23,202.99,209.3,6.31,50,98,,2026-07-01T09:22:14+00:00
2025-12-03,ESS00320_5087_hemi_20251203-111030Z_0800_0400.csv,11,203.1,209.0,5.9,50,98,,2026-07-01T10:16:38+00:00
2025-12-03,ESS00320_5098_hemi_20251203-231030Z_0800_0400.csv,23,203.1,209.1,6.0,62,85,,2026-06-30T12:50:25+00:00
2025-12-04,ESS00320_5109_hemi_20251204-111030Z_0800_0400.csv,11,203.21,209.3,6.09,50,98,,2026-07-01T10:16:49+00:00
2025-12-04,ESS00320_5120_hemi_20251204-231030Z_0800_0400.csv,23,203.21,209.6,6.39,50,98,,2026-07-01T09:22:36+00:00
2025-12-05,ESS00320_5142_hemi_20251205-231030Z_0800_0400.csv,23,203.33,209.6,6.27,50,98,,2026-07-01T09:22:48+00:00
2025-12-06,ESS00320_5145_hemi_20251206-021030Z_0800_0400.csv,2,203.44,209.7,6.26,62,85,,2026-06-30T12:51:36+00:00
2025-12-06,ESS00320_5156_hemi_20251206-141030Z_0800_0400.csv,14,203.44,209.9,6.46,50,98,,2026-07-01T10:17:06+00:00
2025-12-07,ESS00320_5172_hemi_20251207-081030Z_0800_0400.csv,8,203.56,209.7,6.14,50,98,,2026-07-01T10:17:20+00:00
2025-12-07,ESS00320_5186_hemi_20251207-231030Z_0800_0400.csv,23,203.56,209.9,6.34,62,85,,2026-06-30T12:51:55+00:00
2025-12-08,ESS00320_5197_hemi_20251208-111030Z_0800_0400.csv,11,203.68,209.7,6.02,50,98,,2026-07-01T10:17:29+00:00
2025-12-08,ESS00320_5208_hemi_20251208-231031Z_0800_0400.csv,23,203.68,209.8,6.12,50,98,,2026-07-01T09:23:25+00:00
2025-12-09,ESS00320_5219_hemi_20251209-111030Z_0800_0400.csv,11,203.8,209.7,5.9,50,98,,2026-07-01T10:17:38+00:00
2025-12-09,ESS00320_5230_hemi_20251209-231031Z_0800_0400.csv,23,203.8,209.7,5.9,50,98,,2026-07-01T09:23:39+00:00
2025-12-10,ESS00320_5233_hemi_20251210-021030Z_0800_0400.csv,2,203.93,209.8,5.87,50,98,,2026-07-01T09:23:53+00:00
2025-12-10,ESS00320_5244_hemi_20251210-141029Z_0800_0400.csv,14,203.93,209.7,5.77,50,98,,2026-07-01T10:17:49+00:00
2025-12-11,ESS00320_5271_hemi_20251211-201030Z_0800_0400.csv,20,204.05,209.8,5.75,50,98,,2026-07-01T09:24:06+00:00
2025-12-12,ESS00320_5296_hemi_20251212-231030Z_0800_0400.csv,23,204.17,210.0,5.83,62,85,,2026-06-30T12:53:36+00:00
2025-12-13,ESS00320_5318_hemi_20251213-231030Z_0800_0400.csv,23,204.3,210.0,5.7,62,85,,2026-06-30T12:53:54+00:00
2025-12-14,ESS00320_5340_hemi_20251214-231031Z_0800_0400.csv,23,204.42,210.0,5.58,50,98,,2026-07-01T09:24:43+00:00
2025-12-15,ESS00320_5343_hemi_20251215-021031Z_0800_0400.csv,2,204.55,210.0,5.45,62,85,,2026-06-30T12:55:01+00:00
